Year,Age,Weight,Length,Sex,Maturity
2005,15,4.3,730,Female,5
2005,5,2.6,620,Female,3
2005,6,4.2,680,Male,6
2005,7,3.9,660,Male,3
2005,6,3.3,640,Male,6
2005,9,5.2,780,Female,5
2005,12,2.9,610,Female,6
2005,10,3.5,660,Female,3
2005,24,4.3,730,Female,3
2005,11,6,820,Female,6
2005,6,3.6,640,Female,3
2005,19,3.4,690,Female,3
2005,6,3.5,670,Female,3
2005,5,3.2,640,Female,3
2005,8,4.1,700,Female,6
2005,26,5.4,770,Male,6
2005,8,2,570,Female,3
2005,28,4.3,750,Male,6
2005,32,3.5,650,Male,6
2005,8,2.7,620,Male,3
2005,5,3.4,680,Male,3
2005,29,5.83,830,Female,3
2005,8,3.46,680,Male,3
2005,30,6.4,840,Female,3
2005,30,7.38,840,Female,3
2005,8,2.91,620,Female,3
2005,8,4.9,700,Female,3
2005,10,6,800,Female,3
2005,38,7.9,900,Female,3
2005,11,2.9,620,Male,6
2005,10,4.3,750,Female,3
2005,8,4.9,720,Female,3
2005,7,4.2,700,Female,3
2005,10,4.5,690,Female,3
2005,7,3.2,660,Female,3
2005,8,5.3,740,Female,3
2005,7,2.9,600,Male,6
2005,7,4.2,710,Female,3
2005,7,3.7,670,Female,3
2005,9,3.8,710,Female,3
2005,9,3.8,680,Female,3
2005,28,3.5,680,Male,6
2005,23,5.1,780,Female,3
2005,38,4.3,690,Male,6
2005,29,2.8,620,Male,6
2005,9,4.2,700,Female,3
2005,32,3.6,700,Male,6
2005,9,4.7,720,Female,3
2005,9,4.8,730,Female,3
2005,10,2.8,630,Female,5
2005,9,2.7,610,Female,2
2005,28,4.1,740,Male,6
2005,32,5.5,770,Female,3
2005,17,2.8,670,Female,5
2005,8,4.1,700,Female,3
2005,9,3.8,670,Male,6
2005,9,3.8,690,Female,3
2005,10,3,660,Female,3
2005,7,3.3,650,Female,3
2005,14,2.9,630,Male,6
2005,15,3.3,650,Male,6
2005,15,2.4,640,Male,3
2005,34,3.6,710,Female,3
2005,10,3.5,700,Female,3
2005,32,3.6,680,Male,6
2005,11,3.1,680,Female,3
2005,11,3.5,670,Female,3
2005,9,4.1,690,Female,3
2005,22,5.2,780,Female,3
2005,9,3,640,Male,6
2005,9,4.1,700,Female,3
2005,23,4.6,760,Female,3
2005,7,2.6,600,Male,3
2005,7,4.3,730,Female,3
2005,11,4.3,710,Female,3
2005,17,7.4,830,Female,3
2005,7,3.1,670,Female,3
2005,11,6,770,Female,3
2005,7,3.8,690,Female,3
2005,8,3.7,690,Female,3
2005,11,3.2,710,Female,5
2005,19,3.4,610,Male,6
2005,11,3.8,690,Male,3
2005,8,2.7,630,Male,3
2005,6,2.5,610,Female,3
2005,10,4,700,Female,3
2005,7,3.6,670,Female,3
2005,25,4.1,710,Male,6
2005,8,2.8,630,Male,6
2005,8,4.7,770,Female,6
2005,9,3,680,Female,2
2005,7,3.3,660,Female,2
2005,28,7.2,830,Female,5
2005,8,2.5,600,Female,3
2005,11,4.6,750,Female,6
2005,9,5.1,750,Female,5
2005,30,3.9,670,Male,3
2005,34,6.2,850,Female,6
2005,9,3.2,660,Female,2
2005,9,2.3,600,Male,3
2005,15,6.7,840,Female,3
2005,6,2.7,620,Male,3
2005,23,3.5,690,Male,6
2005,11,5.6,840,Female,5
2005,24,3.6,710,Male,6
2005,9,3.5,660,Male,6
2005,13,3.8,720,Female,6
2005,46,4.5,730,Male,6
2005,6,2.8,650,Male,5
2005,24,3.2,650,Male,6
2005,32,4.1,770,Female,2
2005,26,5,730,Male,6
2005,37,4.7,730,Male,5
2005,14,2.6,620,Male,3
2005,25,4.4,740,Female,3
2005,7,4.5,720,Female,5
2005,7,3.9,700,Female,5
2005,7,3.3,670,Male,6
2005,5,3.5,670,Female,3
2005,30,5.1,740,Female,5
2005,13,3.6,670,Female,5
2005,12,3.5,660,Female,6
2005,11,2.9,640,Female,2
2005,7,3.9,680,Female,2
2005,13,4,720,Female,6
2005,7,1.8,550,Male,2
2005,8,3.7,680,Female,2
2005,36,4.8,780,Female,6
2005,9,3.6,690,Female,5
2005,12,4,720,Female,6
2005,6,2.1,580,Female,5
2005,10,2.4,600,Male,3
2005,14,4.1,740,Female,3
2005,34,4.1,680,Male,6
2005,10,4.6,750,Female,5
2005,7,3.5,630,Male,3
2005,12,4.6,760,Female,6
2005,31,5.4,760,Female,5
2005,14,4.1,700,Female,5
2005,25,5.1,760,Female,3
2005,7,3.3,660,Female,3
2005,11,2.6,600,Male,6
2005,10,5.2,770,Female,5
2005,12,5.5,790,Female,3
2005,6,4,640,Male,6
2005,7,2.2,570,Male,3
2005,9,4.8,750,Female,6
2005,18,5,750,Female,5
2005,7,1.4,530,Male,1
2005,13,3.4,650,Male,6
2005,12,3.8,660,Male,6
2005,9,3,630,Female,5
2005,12,3.4,680,Female,3
2005,30,7.1,870,Female,5
2005,8,3.2,660,Female,5
2005,9,4.9,760,Female,5
2005,16,7.7,860,Female,6
2005,10,4.4,700,Female,5
2005,12,2.7,610,Male,6
2005,40,4.3,730,Female,3
2005,10,3.5,670,Female,2
2005,17,7.5,880,Female,6
2005,12,4,690,Female,3
2005,7,4.3,700,Female,5
2005,11,3.3,630,Male,6
2005,9,2.3,580,Male,3
2005,15,5.8,780,Female,5
2005,27,5,710,Male,6
2005,6,2.2,570,Female,2
2005,12,3.5,680,Female,5
2005,30,6.1,840,Female,6
2005,13,4.2,700,Female,5
2005,39,5,790,Female,6
2005,12,3.4,660,Female,3
2005,9,4.2,710,Female,3
2005,24,5,750,Female,3
2005,23,3.9,710,Male,6
2005,5,2.6,610,Male,5
2005,10,4.4,700,Female,3
2005,31,5.7,770,Female,6
2005,12,3.5,660,Male,6
2005,9,1.6,540,Female,1
2005,9,3,670,Female,2
2005,33,12.6,1020,Female,6
2005,4,3,650,Female,3
2005,14,4.5,710,Female,3
2005,6,3.2,660,Female,3
2005,7,4.1,700,Female,3
2005,17,2.8,650,Male,6
2005,10,3.2,680,Female,5
2005,28,3.8,680,Male,6
2005,9,3.4,650,Female,3
2005,32,8.1,890,Female,5
2005,12,3.4,690,Female,5
2005,13,3.4,670,Female,5
2005,10,3.6,700,Female,6
2005,10,4.5,690,Female,5
2005,8,4,710,Female,3
2005,9,3.5,690,Female,3
2005,5,2.8,630,Male,3
2005,7,2.9,620,Female,3
2005,9,3,650,Female,3
2005,25,4.2,700,Male,6
2005,8,2.8,640,Male,6
2005,23,4.4,760,Female,5
2005,29,7.3,890,Female,3
2005,14,2.9,620,Male,6
2005,14,3,640,Male,6
2005,9,4.1,710,Female,3
2005,7,3.7,670,Female,3
2005,14,5,750,Female,3
2005,13,2.7,610,Male,3
2005,8,2.9,610,Male,6
2005,5,3.08,630,Female,3
2005,7,3.44,650,Male,3
2005,5,2.67,600,Female,2
2005,6,3.3,660,Female,3
2005,48,5.81,840,Female,6
2005,6,3.6,680,Female,3
2005,9,3.83,680,Female,3
2005,7,4.8,740,Female,3
2005,7,3.8,670,Female,3
2005,8,2.2,580,Male,3
2005,9,3.32,640,Female,3
2005,13,5.97,780,Female,3
2005,6,3.61,660,Female,3
2005,17,6.02,820,Female,3
2005,15,2.58,630,Male,3
2005,7,3.02,660,Female,3
2005,23,4.93,780,Female,3
2005,9,3.13,640,Male,3
2005,8,3.01,630,Male,3
2005,6,3.88,690,Female,3
2005,6,3.86,700,Female,3
2005,9,3.95,690,Female,3
2005,8,3.8,670,Female,3
2005,7,3.2,650,Female,3
2005,29,2.8,640,Male,3
2005,31,3,640,Male,3
2005,21,4.1,690,Female,3
2005,29,4.8,790,Female,6
2005,9,4.9,750,Female,3
2005,53,3.8,690,Male,6
2005,12,3.1,660,Male,6
2005,8,4.1,710,Female,3
2005,15,3.2,670,Male,5
2005,24,3.6,690,Male,6
2005,8,3,670,Female,3
2005,36,5.5,820,Female,6
2005,14,4.2,730,Female,3
2005,33,5.3,840,Female,5
2005,8,4.4,720,Female,5
2005,29,4.5,720,Female,3
2005,6,3.5,670,Female,3
2005,8,4.7,760,Female,3
2005,28,2.5,630,Male,2
2005,12,2.9,640,Male,3
2005,7,3.4,670,Female,5
2005,4,2.4,610,Male,2
2005,8,2.9,640,Male,3
2006,33,3.55,700,Male,6
2006,10,2.28,570,Male,2
2006,29,4.02,730,Female,6
2006,7,2.8,640,Female,2
2006,13,5.45,800,Female,3
2006,44,4.24,750,Male,3
2006,13,4.04,730,Female,3
2006,37,7.7,910,Female,3
2006,10,4.38,730,Female,3
2006,8,1.95,560,Male,3
2006,9,2.93,650,Female,6
2006,34,8.17,930,Female,6
2006,14,3.04,640,Male,3
2006,11,2.96,650,Male,3
2006,24,2.95,630,Male,6
2006,38,8.65,930,Female,3
2006,20,5.4,800,Female,3
2006,44,8.7,920,Female,5
2006,7,2.5,610,Male,6
2006,27,5.67,790,Female,5
2006,6,1.35,540,Male,1
2006,29,4.8,800,Female,5
2006,8,4.55,730,Female,3
2006,9,3,680,Female,5
2006,11,2.45,630,Male,3
2006,8,2.35,600,Male,3
2006,9,3.35,720,Female,5
2006,8,1.95,620,Male,6
2006,23,3.8,710,Male,3
2006,14,2.37,630,Male,3
2006,9,3.05,640,Male,3
2006,10,4.3,740,Female,3
2006,8,4,710,Female,3
2006,10,2.3,620,Male,3
2006,9,4,720,Male,3
2006,26,7.5,840,Female,5
2006,26,3.45,680,Male,6
2006,8,3.75,700,Male,3
2006,8,1.5,540,Female,2
2006,9,2.75,640,Male,3
2006,11,3.55,670,Female,6
2006,11,4.8,810,Female,5
2006,25,8,850,Female,3
2006,29,7.4,890,Female,5
2006,14,3.2,620,Male,6
2006,5,3.5,700,Female,5
2006,14,3.7,680,Female,3
2006,10,2.5,590,Male,6
2006,27,3.2,670,Male,3
2006,11,4.3,710,Female,3
2006,24,5,740,Female,5
2006,6,3.3,650,Male,6
2006,6,3.9,670,Female,2
2006,8,2.8,610,Male,6
2006,5,3,640,Female,6
2006,8,3.7,690,Female,3
2006,22,4.3,700,Male,6
2006,11,5.2,790,Female,5
2006,7,2,580,Male,3
2006,6,2.7,620,Male,6
2006,5,4.5,730,Female,5
2006,6,4,700,Female,3
2006,9,4.5,740,Female,3
2006,21,6.1,830,Female,3
2006,5,2.7,630,Male,3
2006,10,1.9,560,Female,2
2006,3,1.9,570,Male,1
2006,19,4.1,730,Male,6
2006,11,2.8,620,Male,6
2006,17,4.5,740,Female,3
2006,9,3.6,710,Female,3
2006,13,4.4,770,Female,3
2006,6,3.3,680,Female,3
2006,40,3.6,670,Male,6
2006,26,7.3,860,Female,3
2006,9,4,740,Female,6
2006,30,6.5,870,Female,6
2006,9,4.7,800,Female,3
2006,15,5.4,800,Female,6
2006,12,3.3,670,Male,6
2006,9,6.2,630,Male,3
2006,11,3.7,710,Female,5
2006,23,4.3,760,Female,3
2006,22,4.1,710,Female,6
2006,41,4,750,Male,6
2006,9,3.8,690,Male,3
2006,11,3.1,640,Male,3
2006,9,3.5,670,Female,3
2006,11,4.2,730,Female,3
2006,9,3.2,620,Female,6
2006,20,7.1,920,Female,5
2006,6,2.3,600,Male,6
2006,5,2.5,650,Female,6
2006,18,6.6,800,Male,5
2006,22,3.9,740,Male,6
2006,8,4.7,750,Female,6
2006,14,2.8,640,Female,5
2006,33,3.6,700,Female,6
2006,36,6,840,Female,6
2006,11,2.6,600,Male,3
2006,18,2.5,620,Male,6
2006,35,4.11,740,Male,3
2006,12,3.93,690,Female,6
2006,32,5.25,810,Female,3
2006,25,2.54,640,Male,6
2006,10,4.06,730,Female,3
2006,21,5.56,790,Female,6
2006,8,3.7,700,Female,5
2006,11,3.7,700,Female,5
2006,9,4.21,730,Female,6
2006,37,4.09,720,Male,5
2006,11,2.04,550,Male,2
2006,37,3.62,670,Male,5
2006,16,3.36,680,Female,3
2006,9,3.12,680,Female,3
2006,10,3.44,680,Female,3
2006,12,4.11,730,Female,6
2006,16,2.61,650,Male,5
2006,20,3.53,690,Male,5
2006,35,5.34,770,Female,3
2006,29,5.19,760,Female,3
2006,10,2.66,630,Male,3
2006,8,2.15,600,Male,2
2006,14,3.09,650,Female,3
2006,8,3.66,720,Female,3
2006,20,2.89,660,Male,6
2006,11,3.33,670,Male,3
2006,8,2.48,610,Male,3
2006,18,2.87,690,Female,6
2006,7,5.41,800,Female,6
2006,10,2.6,640,Female,3
2006,9,2.9,630,Male,3
2006,24,2.8,670,Male,3
2006,12,2.1,590,Female,2
2006,8,2.9,670,Female,3
2006,17,2.8,640,Male,6
2006,16,4.7,730,Female,3
2006,35,5,760,Male,3
2006,17,4.1,720,Female,3
2006,28,2.6,610,Male,3
2006,18,3.7,700,Male,3
2006,9,4.8,770,Female,3
2006,34,8.6,690,Female,3
2006,8,2.5,630,Male,6
2006,10,3.2,640,Female,3
2006,11,2.4,590,Male,6
2006,10,3.7,660,Female,3
2006,7,3,660,Female,3
2006,6,3.5,660,Female,3
2006,14,5.9,790,Female,3
2006,7,3.7,670,Female,3
2006,11,4.2,700,Female,3
2006,9,3.9,700,Female,3
2006,11,4.1,700,Female,3
2006,12,2.5,610,Female,3
2006,10,2.3,590,Female,6
2006,13,4.25,750,Female,3
2006,10,3.07,660,Male,6
2006,17,7.04,850,Female,6
2006,32,4.91,750,Female,3
2006,27,6.81,870,Female,6
2006,10,2.97,650,Female,6
2006,6,3.89,680,Male,3
2006,9,3.21,670,Female,3
2006,8,1.3,530,Male,1
2006,17,3,640,Male,3
2006,13,2.63,620,Male,2
2006,7,2.46,590,Male,2
2006,9,2.76,630,Female,6
2006,21,3.74,660,Male,3
2006,29,3.91,730,Male,6
2006,13,4.44,740,Female,3
2006,8,3.65,710,Female,3
2006,27,9.31,960,Female,5
2006,16,4.61,770,Female,3
2006,12,2.31,600,Male,2
2006,13,5.37,790,Female,3
2006,7,4.74,730,Female,3
2006,20,4.41,740,Female,3
2006,11,3.92,700,Female,3
2006,17,3.76,710,Female,3
2006,12,3.02,680,Male,6
2006,12,3.5,680,Female,3
2006,11,3.91,710,Female,6
2006,4,1.19,500,Female,1
2006,11,3.32,680,Male,3
2006,22,4.81,780,Female,3
2006,9,3.42,650,Female,6
2006,13,3.53,680,Male,3
2006,29,2.88,640,Male,6
2006,5,3.79,690,Female,3
2006,8,3.4,700,Female,3
2006,24,3.1,650,Male,6
2006,22,9.5,830,Female,5
2006,7,4.6,750,Female,3
2006,7,2.5,600,Male,3
2006,11,4.8,730,Female,3
2006,7,2.2,610,Female,6
2006,7,3.2,630,Female,6
2006,13,2.2,600,Male,6
2006,7,2.3,600,Male,6
2006,8,3.8,700,Female,3
2006,9,2.4,610,Male,6
2006,14,1.9,560,Male,3
2006,6,4.1,750,Female,5
2006,9,3.9,690,Male,6
2006,6,2.8,630,Male,6
2006,6,2.7,630,Female,2
2006,9,3.9,710,Female,3
2006,51,8.1,860,Female,3
2006,28,3.1,690,Male,6
2006,8,3.3,660,Female,3
2006,12,2.5,620,Female,3
2006,13,4.4,760,Female,3
2006,30,4.1,720,Male,6
2006,22,8.1,980,Female,5
2006,9,2.1,590,Female,2
2006,7,3.1,640,Male,3
2006,34,4.3,730,Male,3
2006,7,3.5,700,Female,6
2006,6,3.2,620,Female,6
2006,9,3.4,650,Male,3
2006,11,3,650,Female,3
2006,8,4,680,Female,3
2006,30,3.7,690,Male,3
2006,14,3.6,730,Female,3
2006,9,2.8,660,Male,3
2006,26,2.7,630,Male,6
2006,26,8.9,880,Female,5
2006,9,3,650,Female,3
2006,23,6.7,880,Female,3
2006,20,2.7,630,Male,3
2006,6,3,650,Male,3
2006,7,2.7,630,Male,6
2006,9,2.5,650,Male,6
2006,9,2.6,640,Male,6
2006,10,3.3,680,Female,3
2006,12,4,720,Female,3
2006,8,4.3,750,Female,3
2006,6,3.3,680,Female,3
2006,8,3.8,710,Female,3
2006,9,2.47,590,Male,3
2006,7,3.52,700,Female,3
2006,28,6.8,860,Female,3
2006,8,2.78,620,Male,3
2006,35,4.43,760,Male,5
2006,8,2.07,570,Female,2
2006,48,6.14,820,Female,5
2006,8,3.22,860,Male,6
2006,31,2.79,630,Male,5
2006,15,2.3,610,Male,3
2006,8,2.93,630,Male,3
2006,10,3.45,660,Female,5
2006,13,3.6,870,Male,3
2006,13,4.05,720,Female,6
2006,11,3.95,720,Female,6
2006,41,4.12,720,Male,5
2006,27,3.89,710,Male,3
2006,10,2.73,610,Female,6
2006,13,3.97,700,Female,3
2006,13,4.48,730,Male,5
2006,11,3.62,680,Male,3
2006,7,3.81,680,Female,6
2006,27,4.24,690,Female,3
2006,31,5.07,780,Female,5
2006,7,2.42,610,Female,6
2006,8,3.72,690,Male,5
2006,8,4,760,Female,6
2006,10,3.48,670,Female,6
2006,14,3.18,690,Male,3
2006,5,3.08,660,Female,6
2006,25,6.36,780,Female,3
2006,8,3.73,670,Female,3
2006,10,2.3,610,Female,2
2006,9,3.41,660,Female,3
2006,34,9.21,950,Female,6
2006,7,2.62,630,Male,6
2006,7,3.74,730,Female,3
2006,9,3.8,710,Female,6
2006,8,2.95,660,Male,3
2006,8,3.56,690,Female,6
2006,7,2.5,630,Male,6
2006,10,3.43,650,Male,3
2006,14,4.88,780,Female,3
2006,15,3.85,700,Male,6
2006,11,5.06,780,Female,3
2006,10,4.17,730,Female,6
2006,10,2.43,600,Male,6
2006,26,6.28,780,Male,6
2006,10,3.68,690,Female,6
2006,11,4.06,740,Female,3
2006,26,5.34,760,Female,6
2006,10,4.43,750,Female,6
2006,6,3.59,670,Female,6
2006,10,3.67,670,Female,6
2006,12,3.89,730,Female,3
2006,6,2.41,620,Female,2
2006,37,7.13,890,Female,6
2006,10,2.68,620,Male,6
2006,9,2.72,610,Male,3
2006,6,3.01,650,Male,3
2006,31,4.02,670,Male,3
2006,6,2.54,620,Male,3
2006,45,4.36,740,Male,6
2006,8,2.37,590,Male,3
2006,17,6.18,830,Female,3
2006,10,2.79,660,Female,6
2006,32,3.14,650,Male,5
2006,39,3.2,690,Male,5
2006,9,2,560,Male,3
2006,9,3.32,660,Male,3
2006,9,3.47,670,Male,5
2006,12,2.73,620,Male,5
2006,19,4.79,760,Female,5
2006,16,4.24,750,Female,5
2006,12,5.48,810,Female,6
2006,11,2.39,610,Male,3
2006,8,3.51,660,Female,5
2006,8,3.76,650,Female,6
2006,9,4.17,700,Female,3
2006,8,2.47,630,Male,3
2006,11,3.3,660,Female,6
2006,11,3.67,670,Female,6
2006,9,2.34,610,Male,3
2006,23,6.09,870,Female,5
2006,10,4.08,730,Female,6
2006,12,3.77,720,Female,6
2006,14,4.7,780,Female,5
2006,10,3.41,690,Female,5
2006,38,2.8,640,Male,3
2006,24,5.2,770,Female,6
2006,10,3.1,630,Male,3
2006,11,4.4,770,Female,5
2006,14,3,650,Male,6
2006,7,2.6,630,Male,6
2006,7,4,680,Female,6
2006,9,3.6,690,Female,6
2006,11,2.4,610,Male,6
2006,7,3.5,670,Female,5
2006,28,5,800,Female,5
2006,15,3.2,660,Female,5
2006,17,5.1,770,Female,3
2006,11,3.4,670,Male,6
2006,28,3.1,660,Male,3
2006,10,3.4,710,Female,3
2006,16,2.5,620,Male,3
2006,9,3.6,690,Female,3
2006,41,4.7,720,Male,6
2006,8,3.6,690,Female,5
2006,12,5.1,740,Female,3
2006,9,4,670,Female,3
2006,35,3.8,720,Male,3
2006,13,4.4,720,Female,3
2006,7,3.4,690,Female,3
2006,23,3.8,700,Female,3
2006,13,4.8,710,Female,3
2006,9,3.53,660,Male,3
2006,8,4.6,720,Female,3
2006,14,3.37,670,Male,6
2006,11,3.39,650,Male,3
2006,7,2.83,630,Male,6
2006,5,4.45,750,Female,6
2006,8,3.18,640,Male,3
2006,9,2.4,600,Male,3
2006,8,3.52,690,Female,5
2006,16,4.08,680,Male,6
2006,5,2.6,630,Male,5
2006,7,3.24,640,Male,3
2006,9,4.25,710,Male,5
2006,9,4.63,770,Female,5
2006,32,4.3,760,Male,5
2006,7,2.7,700,Female,5
2006,11,5.06,770,Male,3
2006,6,3.69,710,Female,6
2006,23,7.23,860,Female,5
2006,7,4.3,720,Female,6
2006,8,5.61,800,Female,5
2006,8,4.53,720,Female,6
2006,6,3.62,700,Female,6
2006,6,3.03,660,Female,5
2006,34,4.08,740,Male,5
2006,7,4.41,730,Female,5
2006,21,3.08,660,Female,6
2006,31,5.29,750,Female,5
2006,7,2.84,640,Male,5
2006,22,6.46,850,Female,5
2006,8,2.6,630,Male,3
2006,40,5.1,770,Male,6
2006,14,5.3,740,Female,3
2006,12,3.5,700,Female,3
2006,29,3.8,730,Male,3
2006,25,3,680,Male,3
2006,10,3.8,720,Female,5
2006,19,3.6,700,Female,6
2006,13,5.1,770,Female,6
2006,18,3.8,710,Male,6
2006,9,3.8,700,Female,3
2006,12,4,700,Female,5
2006,9,4.15,710,Female,3
2006,6,3.25,640,Male,6
2006,16,2.59,630,Male,6
2006,26,3.12,680,Male,6
2006,10,3.31,670,Female,3
2006,7,2.59,620,Female,2
2006,10,3.4,690,Female,6
2006,66,4.57,800,Male,6
2006,14,4.55,740,Female,3
2006,15,5.09,770,Female,3
2006,31,7.2,820,Female,6
2006,26,5.72,800,Female,3
2006,8,2.3,600,Male,2
2006,12,2.73,620,Male,2
2006,7,3.2,680,Female,5
2006,8,3.39,670,Female,5
2006,25,4.2,720,Male,5
2006,7,3.26,680,Male,3
2006,12,3.94,720,Female,6
2006,31,3.6,710,Female,5
2006,8,3.84,680,Female,6
2006,9,4.13,710,Female,5
2006,13,4.03,710,Female,5
2006,27,3.16,680,Male,6
2006,9,4.4,720,Male,5
2006,7,2.81,620,Male,3
2006,8,3.35,630,Male,3
2006,6,5.2,740,Male,3
2006,9,3.3,650,Female,6
2006,11,4,690,Male,3
2006,7,2.45,620,Male,3
2006,6,3.65,670,Female,6
2006,7,3.9,650,Female,6
2006,13,4.45,730,Female,6
2006,7,2.85,630,Male,3
2006,22,3.94,710,Male,5
2006,29,5.66,750,Female,5
2006,15,4.78,730,Female,5
2006,25,11.15,1000,Female,5
2006,9,4.03,700,Female,6
2006,8,4.31,710,Female,6
2006,26,3.21,690,Male,6
2006,10,4.51,760,Female,5
2006,9,5.26,780,Female,6
2006,10,3.3,670,Female,5
2006,7,3.53,660,Female,6
2006,7,2.87,660,Male,6
2006,21,6.16,810,Female,6
2006,7,5.7,780,Female,3
2006,7,3.3,690,Female,6
2006,8,3.7,710,Female,3
2006,16,3.7,700,Female,6
2006,11,4.7,740,Female,6
2006,12,3.81,690,Female,3
2006,6,3.16,640,Male,6
2006,9,3.93,730,Female,6
2006,6,4.07,690,Female,3
2006,6,3.07,670,Female,6
2006,7,1.96,570,Male,2
2006,7,3.5,660,Female,3
2006,5,3.4,640,Male,3
2006,9,4.64,750,Female,3
2006,8,2.93,630,Male,6
2006,6,5.61,790,Female,3
2006,5,3.66,690,Female,3
2006,7,2.82,630,Male,3
2006,7,3.53,650,Male,3
2006,5,3.63,710,Female,6
2006,7,3.99,700,Female,6
2006,23,4.44,750,Female,6
2006,7,5.56,760,Female,6
2006,7,3.98,720,Female,6
2006,10,2.84,650,Male,3
2006,7,1.31,520,Male,2
2006,9,6.93,880,Female,3
2006,5,4.42,780,Female,3
2006,10,2.5,620,Male,2
2006,8,2.11,600,Male,2
2006,15,6.5,840,Female,6
2006,13,5.71,840,Female,6
2006,8,3.07,670,Female,6
2006,8,3.01,660,Female,6
2006,16,4.56,780,Female,6
2006,23,4.62,730,Female,5
2006,8,4.61,740,Female,3
2006,28,3.87,700,Male,6
2006,6,5.2,760,Female,3
2006,8,4.43,750,Female,6
2006,9,2.88,650,Male,3
2006,6,3.51,710,Female,6
2006,40,3.84,720,Male,6
2006,18,5.73,860,Female,3
2006,7,1.63,550,Female,2
2006,13,2.27,590,Male,3
2006,19,3.91,720,Male,6
2006,10,4.88,770,Male,6
2006,8,2.74,660,Female,3
2006,6,1.91,570,Male,2
2006,14,2.45,650,Female,6
2006,22,3.64,700,Male,6
2006,8,3.27,700,Female,6
2006,11,3.27,650,Female,5
2006,8,4.26,730,Female,5
2006,21,6.91,870,Female,5
2006,9,3.92,660,Male,3
2006,28,4.15,750,Female,6
2006,10,3.6,730,Female,6
2006,43,3.74,740,Male,5
2006,30,3.7,720,Male,5
2006,15,5.4,810,Female,5
2006,9,4.89,770,Female,5
2006,25,5.82,820,Male,5
2006,9,1.92,580,Male,5
2006,6,3.56,720,Female,6
2006,9,1.8,540,Male,1
2006,8,2.3,620,Female,6
2006,17,8.5,680,Female,3
2006,25,4.6,750,Male,3
2006,19,2.4,610,Male,3
2006,8,2.67,630,Male,3
2006,14,2.84,660,Female,5
2006,15,2.16,600,Male,3
2006,27,4.83,770,Female,5
2006,13,3.01,650,Male,3
2006,10,3.69,720,Female,5
2006,9,2.84,600,Male,3
2006,15,4.45,750,Female,5
2006,8,1.59,530,Female,2
2006,11,2.9,640,Male,3
2006,8,2.72,630,Male,3
2006,7,3.06,670,Female,5
2006,13,3.24,660,Female,5
2006,19,2.56,630,Male,6
2006,23,5.78,830,Female,5
2006,12,2.58,620,Female,3
2006,8,2.5,610,Male,3
2006,10,2.41,600,Male,3
2006,10,1.7,540,Male,3
2006,21,3.52,710,Female,5
2006,11,3.95,720,Female,5
2006,10,3.06,670,Female,5
2006,10,3.29,680,Female,5
2006,13,1.93,570,Male,3
2006,17,7.2,850,Female,3
2006,27,2.3,750,Female,3
2006,6,3.7,700,Female,3
2006,22,5.7,800,Female,3
2006,45,5.1,790,Female,3
2006,21,3.5,650,Male,3
2006,9,5,760,Female,3
2006,32,4.1,730,Male,5
2006,22,6.6,830,Female,3
2006,20,6,800,Female,3
2006,12,4.9,760,Female,3
2006,30,5.5,780,Male,5
2006,16,4.2,800,Female,3
2006,25,3.8,680,Male,5
2006,10,4.8,780,Female,3
2006,32,8,860,Female,3
2006,9,5.2,780,Female,3
2006,23,8.8,900,Female,3
2006,12,3.2,660,Female,3
2006,21,3.5,700,Female,3
2006,30,5,760,Female,3
2006,33,4.6,730,Female,3
2006,27,4.3,750,Female,3
2006,25,4.82,780,Female,6
2006,6,2.63,620,Female,5
2006,5,2.58,620,Male,3
2006,9,2.98,660,Female,5
2006,10,3.67,750,Female,5
2006,11,2.36,590,Male,5
2006,9,3.45,690,Female,5
2006,9,3.63,690,Female,5
2006,10,4.26,760,Female,6
2006,8,5,770,Male,5
2006,10,2.28,610,Male,3
2006,7,3.96,710,Female,6
2006,30,9.17,940,Female,6
2006,12,5.74,780,Female,6
2006,11,3.6,660,Female,3
2006,34,6.7,860,Female,5
2006,24,2.6,610,Male,3
2006,22,3,650,Male,3
2006,11,2.7,630,Female,3
2006,30,7.7,900,Female,5
2006,10,5.7,790,Female,3
2006,18,6.9,840,Female,5
2006,8,2.9,640,Female,5
2006,14,2.8,620,Male,3
2006,7,3.4,680,Male,3
2006,21,3.2,660,Male,3
2006,16,2.4,580,Female,4
2006,16,7.6,890,Female,5
2006,8,3.3,680,Male,3
2006,9,4.3,720,Female,3
2006,10,1.8,560,Female,2
2006,10,3.5,670,Female,3
2006,9,5.8,800,Female,3
2006,5,1.7,550,Female,2
2006,7,3.9,690,Female,3
2006,9,3.5,680,Female,3
2006,9,4,700,Female,3
2006,15,3.6,680,Male,3
2006,15,5.3,790,Female,5
2006,34,4.4,690,Male,3
2006,11,3.2,680,Female,5
2006,18,2.7,620,Male,3
2006,9,2.3,580,Male,2
2006,8,3.68,670,Male,3
2006,20,7.4,860,Female,5
2006,10,3.08,660,Male,3
2006,5,2.57,610,Female,6
2006,6,2.59,610,Male,3
2006,6,4.24,730,Female,5
2006,8,3.53,640,Female,5
2006,12,2.93,640,Male,3
2006,7,3.57,670,Female,5
2006,12,4.22,720,Female,6
2006,9,3.26,630,Male,6
2006,6,3.16,610,Male,6
2006,9,3.5,690,Male,3
2006,9,2.67,630,Male,3
